2019-02-19 11:00:28.028	6.14
2019-02-19 11:00:43.475	6.13
2019-02-19 11:01:07.116	6.15
2019-02-19 11:02:30.119	6.16
2019-02-19 11:02:45.807	6.15
2019-02-19 11:03:24.415	6.17
2019-02-19 11:03:43.017	6.15
2019-02-19 11:03:43.494	6.17
2019-02-19 11:03:44.439	6.16
2019-02-19 11:05:23.644	6.17
2019-02-19 11:05:23.900	6.16
2019-02-19 11:05:25.947	6.17
2019-02-19 11:05:42.175	6.16
2019-02-19 11:05:45.043	6.17
2019-02-19 11:05:45.921	6.16
2019-02-19 11:06:07.222	6.17
2019-02-19 11:06:10.205	6.16
2019-02-19 11:06:10.450	6.17
2019-02-19 11:06:11.753	6.16
2019-02-19 11:07:59.903	6.15
2019-02-19 11:08:07.378	6.16
2019-02-19 11:08:07.618	6.15
2019-02-19 11:10:06.752	6.14
2019-02-19 11:10:11.508	6.15
2019-02-19 11:10:11.766	6.14
2019-02-19 11:10:12.368	6.15
2019-02-19 11:10:12.764	6.14
2019-02-19 11:10:16.615	6.15
2019-02-19 11:10:17.053	6.14
2019-02-19 11:10:21.269	6.16
2019-02-19 11:10:34.170	6.15
2019-02-19 11:10:37.769	6.16
2019-02-19 11:11:03.216	6.13
2019-02-19 11:11:06.666	6.16
2019-02-19 11:11:11.729	6.15
2019-02-19 11:11:13.773	6.12
2019-02-19 11:11:38.372	6.15
2019-02-19 11:13:24.621	6.14
2019-02-19 11:14:48.942	6.15
2019-02-19 11:15:44.535	6.13
2019-02-19 11:16:14.232	6.15
2019-02-19 11:16:41.997	6.13
2019-02-19 11:17:01.787	6.14
2019-02-19 11:17:10.957	6.13
2019-02-19 11:17:30.774	6.14
2019-02-19 11:17:32.026	6.15
2019-02-19 11:17:40.353	6.14
2019-02-19 11:17:52.252	6.13
2019-02-19 11:18:18.752	6.14
2019-02-19 11:18:34.447	6.15
2019-02-19 11:18:41.100	6.13
2019-02-19 11:19:09.218	6.14
2019-02-19 11:20:08.857	6.13
2019-02-19 11:20:23.825	6.14
2019-02-19 11:21:52.638	6.15
2019-02-19 11:22:11.338	6.16
2019-02-19 11:22:18.259	6.18
2019-02-19 11:22:20.535	6.19
2019-02-19 11:22:27.745	6.17
2019-02-19 11:22:32.174	6.18
2019-02-19 11:22:56.854	6.16
2019-02-19 11:23:46.996	6.18
2019-02-19 11:23:48.491	6.16
2019-02-19 11:24:25.412	6.18
2019-02-19 11:24:43.081	6.17
2019-02-19 11:24:50.166	6.16
2019-02-19 11:26:56.352	6.17
2019-02-19 11:27:12.753	6.16
2019-02-19 11:27:18.176	6.17
2019-02-19 11:27:25.426	6.16
2019-02-19 11:27:31.072	6.17
2019-02-19 11:27:59.039	6.16
2019-02-19 11:28:28.669	6.17
2019-02-19 11:28:44.591	6.16
2019-02-19 11:29:06.193	6.17
2019-02-19 11:29:10.368	6.16
2019-02-19 11:29:55.073	6.17
2019-02-19 11:30:38.132	6.15
2019-02-19 11:30:47.546	6.16
2019-02-19 11:30:54.866	6.17
2019-02-19 11:31:41.020	6.16
2019-02-19 11:31:43.184	6.17
2019-02-19 11:32:07.544	6.16
2019-02-19 11:32:11.370	6.17
2019-02-19 11:32:20.856	6.18
2019-02-19 11:32:25.369	6.17
2019-02-19 11:32:45.382	6.16
2019-02-19 11:34:02.040	6.18
2019-02-19 11:34:02.667	6.16
2019-02-19 11:34:19.708	6.17
2019-02-19 11:35:50.618	6.18
2019-02-19 11:35:56.723	6.17
2019-02-19 11:36:25.331	6.19
2019-02-19 11:37:33.396	6.18
2019-02-19 11:38:07.316	6.16
2019-02-19 11:38:43.990	6.17
2019-02-19 11:40:11.249	6.16
2019-02-19 11:40:20.605	6.18
2019-02-19 11:41:15.621	6.16
2019-02-19 11:42:35.872	6.13
2019-02-19 11:42:38.321	6.15
2019-02-19 11:43:05.084	6.14
2019-02-19 11:43:19.074	6.15
2019-02-19 11:44:08.119	6.14
2019-02-19 11:44:35.242	6.15
2019-02-19 11:45:08.516	6.14
2019-02-19 11:45:25.428	6.15
2019-02-19 11:45:46.690	6.14
2019-02-19 11:46:09.665	6.15
2019-02-19 11:50:12.278	6.14
2019-02-19 11:50:51.083	6.15
2019-02-19 11:52:24.571	6.14
2019-02-19 11:52:40.788	6.13
2019-02-19 11:53:06.636	6.15
2019-02-19 11:54:19.938	6.14
2019-02-19 11:54:23.500	6.15
2019-02-19 11:54:32.204	6.13
2019-02-19 11:54:43.612	6.16
2019-02-19 11:55:52.381	6.15
2019-02-19 11:57:11.936	6.13
2019-02-19 12:00:09.060	6.15
2019-02-19 12:00:13.715	6.14
2019-02-19 12:00:21.101	6.15
2019-02-19 12:02:15.264	6.14
2019-02-19 12:03:40.155	6.15
2019-02-19 12:04:25.041	6.13
2019-02-19 12:06:41.324	6.14
2019-02-19 12:08:51.993	6.15
2019-02-19 12:09:22.832	6.16
2019-02-19 12:09:24.270	6.15
2019-02-19 12:09:35.739	6.14
2019-02-19 12:09:51.965	6.16
2019-02-19 12:10:22.186	6.14
2019-02-19 12:10:25.626	6.16
2019-02-19 12:10:42.326	6.15
2019-02-19 12:12:31.658	6.14
2019-02-19 12:12:45.783	6.15
2019-02-19 12:14:33.027	6.13
2019-02-19 12:15:14.972	6.15
2019-02-19 12:18:20.823	6.14
2019-02-19 12:19:48.890	6.13
2019-02-19 12:20:30.290	6.14
2019-02-19 12:21:55.555	6.15
2019-02-19 12:21:59.343	6.14
2019-02-19 12:22:33.033	6.15
2019-02-19 12:23:22.309	6.14
2019-02-19 12:23:34.853	6.13
2019-02-19 12:24:21.432	6.14
2019-02-19 12:24:34.235	6.15
2019-02-19 12:24:43.873	6.13
2019-02-19 12:25:51.677	6.12
2019-02-19 12:26:05.348	6.14
2019-02-19 12:26:06.615	6.13
2019-02-19 12:26:49.870	6.14
2019-02-19 12:28:14.973	6.12
2019-02-19 12:28:29.572	6.14
2019-02-19 12:28:45.797	6.12
2019-02-19 12:31:07.561	6.14
2019-02-19 12:32:34.005	6.13
2019-02-19 12:33:13.861	6.14
2019-02-19 12:39:01.939	6.13
2019-02-19 12:39:06.466	6.14
2019-02-19 12:39:07.124	6.13
2019-02-19 12:39:30.889	6.14
2019-02-19 12:43:07.281	6.13
2019-02-19 12:43:24.616	6.15
2019-02-19 12:44:10.968	6.14
2019-02-19 12:45:01.234	6.15
2019-02-19 12:45:28.597	6.14
2019-02-19 12:45:29.205	6.15
2019-02-19 12:45:35.505	6.14
2019-02-19 12:46:09.150	6.15
2019-02-19 12:46:36.427	6.14
2019-02-19 12:46:41.844	6.15
2019-02-19 12:46:54.740	6.16
2019-02-19 12:47:17.047	6.17
2019-02-19 12:47:59.189	6.16
2019-02-19 12:48:00.335	6.17
2019-02-19 12:48:19.911	6.16
2019-02-19 12:48:20.474	6.15
2019-02-19 12:48:22.858	6.16
2019-02-19 12:48:24.755	6.15
2019-02-19 12:50:39.122	6.13
2019-02-19 12:50:40.105	6.15
2019-02-19 12:51:03.545	6.13
2019-02-19 12:51:03.908	6.15
2019-02-19 12:53:05.044	6.14
2019-02-19 12:53:29.237	6.15
2019-02-19 12:54:53.620	6.14
2019-02-19 13:39:57.659	6.13
2019-02-19 13:39:58.696	6.11
2019-02-19 13:39:59.788	6.13
2019-02-19 13:40:07.099	6.14
2019-02-19 13:40:25.817	6.13
2019-02-19 13:40:30.487	6.11
2019-02-19 13:40:44.543	6.12
2019-02-19 13:41:15.842	6.11
2019-02-19 13:41:18.305	6.12
2019-02-19 13:41:26.260	6.14
2019-02-19 13:41:30.765	6.15
2019-02-19 13:42:03.814	6.14
2019-02-19 13:42:07.151	6.13
2019-02-19 13:42:08.808	6.14
2019-02-19 13:43:22.910	6.13
2019-02-19 13:43:54.668	6.12
2019-02-19 13:44:00.337	6.14
2019-02-19 13:44:28.803	6.12
2019-02-19 13:46:02.845	6.14
2019-02-19 13:46:29.851	6.13
2019-02-19 13:46:32.123	6.14
2019-02-19 13:47:38.523	6.13
2019-02-19 13:47:55.595	6.14
2019-02-19 13:47:59.695	6.12
2019-02-19 13:48:14.399	6.14
2019-02-19 13:48:21.847	6.12
2019-02-19 13:49:57.634	6.11
2019-02-19 13:50:36.205	6.13
2019-02-19 13:50:44.140	6.11
2019-02-19 13:51:19.973	6.13
2019-02-19 13:51:32.491	6.12
