Time	data
2019-02-06 10:57:32	5.2
2019-02-06 10:57:38	5.15
2019-02-06 10:57:40	5.2
2019-02-06 10:57:42	5.15
2019-02-06 10:57:43	5.2
2019-02-06 10:57:48	5.15
2019-02-06 10:57:49	5.2
2019-02-06 10:57:50	5.15
2019-02-06 10:57:51	5.2
2019-02-06 10:57:56	5.15
2019-02-06 10:57:56	5.2
2019-02-06 10:58:00	5.15
2019-02-06 10:58:01	5.2
2019-02-06 10:58:04	5.15
2019-02-06 10:58:05	5.2
2019-02-06 10:58:07	5.15
2019-02-06 10:58:10	5.2
2019-02-06 10:58:11	5.15
2019-02-06 10:58:33	5.2
2019-02-06 10:58:43	5.15
2019-02-06 10:58:45	5.2
2019-02-06 10:58:47	5.15
2019-02-06 10:58:51	5.2
2019-02-06 10:58:56	5.15
2019-02-06 10:58:58	5.1
2019-02-06 10:58:58	5.15
2019-02-06 10:59:02	5.1
2019-02-06 10:59:02	5.15
2019-02-06 10:59:05	5.1
2019-02-06 10:59:08	5.15
2019-02-06 10:59:12	5.1
2019-02-06 10:59:14	5.15
2019-02-06 10:59:17	5.1
2019-02-06 10:59:18	5.15
2019-02-06 10:59:20	5.1
2019-02-06 10:59:21	5.15
2019-02-06 10:59:25	5.1
2019-02-06 10:59:27	5.15
2019-02-06 10:59:30	5.1
2019-02-06 10:59:32	5.15
2019-02-06 10:59:35	5.1
2019-02-06 10:59:38	5.15
2019-02-06 10:59:39	5.1
2019-02-06 10:59:40	5.15
2019-02-06 10:59:43	5.1
2019-02-06 10:59:45	5.15
2019-02-06 10:59:48	5.1
2019-02-06 10:59:50	5.15
2019-02-06 10:59:51	5.1
2019-02-06 10:59:53	5.15
2019-02-06 11:00:05	5.1
2019-02-06 11:00:14	5.15
2019-02-06 11:00:19	5.1
2019-02-06 11:00:30	5.15
2019-02-06 11:00:35	5.1
2019-02-06 11:00:41	5.15
2019-02-06 11:00:44	5.1
2019-02-06 11:00:45	5.15
2019-02-06 11:00:48	5.1
2019-02-06 11:00:49	5.15
2019-02-06 11:00:51	5.1
2019-02-06 11:01:12	5.15
2019-02-06 11:01:17	5.1
2019-02-06 11:01:17	5.15
2019-02-06 11:01:19	5.1
2019-02-06 11:01:26	5.15
2019-02-06 11:01:29	5.1
2019-02-06 11:01:34	5.15
2019-02-06 11:01:38	5.1
2019-02-06 11:01:41	5.15
2019-02-06 11:01:43	5.1
2019-02-06 11:01:45	5.15
2019-02-06 11:01:51	5.1
2019-02-06 11:01:51	5.15
2019-02-06 11:01:53	5.1
2019-02-06 11:01:55	5.15
2019-02-06 11:01:57	5.1
2019-02-06 11:01:59	5.15
2019-02-06 11:02:05	5.1
2019-02-06 11:02:06	5.15
2019-02-06 11:02:08	5.1
2019-02-06 11:02:12	5.15
2019-02-06 11:02:14	5.1
2019-02-06 11:02:18	5.15
2019-02-06 11:02:20	5.1
2019-02-06 11:02:21	5.15
2019-02-06 11:02:23	5.1
2019-02-06 11:02:25	5.15
2019-02-06 11:02:30	5.1
2019-02-06 11:02:31	5.15
2019-02-06 11:02:34	5.1
2019-02-06 11:02:36	5.15
2019-02-06 11:02:36	5.1
2019-02-06 11:02:39	5.15
2019-02-06 11:02:41	5.1
2019-02-06 11:02:43	5.15
2019-02-06 11:02:50	5.1
2019-02-06 11:02:55	5.15
2019-02-06 11:02:58	5.1
2019-02-06 11:02:59	5.15
2019-02-06 11:03:02	5.1
2019-02-06 11:03:03	5.15
2019-02-06 11:03:18	5.1
2019-02-06 11:03:21	5.15
2019-02-06 11:03:36	5.1
2019-02-06 11:03:37	5.15
2019-02-06 11:03:43	5.1
2019-02-06 11:03:45	5.15
2019-02-06 11:04:01	5.1
2019-02-06 11:04:02	5.15
2019-02-06 11:04:05	5.1
2019-02-06 11:04:07	5.15
2019-02-06 11:04:08	5.1
2019-02-06 11:04:11	5.15
2019-02-06 11:04:13	5.1
2019-02-06 11:04:16	5.05
2019-02-06 11:04:19	5.1
2019-02-06 11:04:21	5.05
2019-02-06 11:04:22	5.1
2019-02-06 11:04:31	5.05
2019-02-06 11:04:37	5.1
2019-02-06 11:04:44	5.05
2019-02-06 11:04:46	5.1
2019-02-06 11:04:50	5.05
2019-02-06 11:04:51	5.1
2019-02-06 11:04:55	5.05
2019-02-06 11:04:58	5.1
2019-02-06 11:05:05	5.05
2019-02-06 11:05:08	5.1
2019-02-06 11:05:11	5.05
2019-02-06 11:05:14	5.1
2019-02-06 11:05:19	5.05
2019-02-06 11:05:23	5.1
2019-02-06 11:05:29	5.05
2019-02-06 11:05:31	5.1
2019-02-06 11:05:35	5.05
2019-02-06 11:05:37	5.1
2019-02-06 11:05:43	5.05
2019-02-06 11:05:44	5.1
2019-02-06 11:05:45	5.05
2019-02-06 11:05:46	5.1
2019-02-06 11:05:56	5.05
2019-02-06 11:05:57	5.1
2019-02-06 11:06:01	5.05
2019-02-06 11:06:03	5.1
2019-02-06 11:06:05	5.05
2019-02-06 11:06:06	5.1
2019-02-06 11:06:12	5.05
2019-02-06 11:06:15	5.1
2019-02-06 11:06:22	5.05
2019-02-06 11:06:30	5.1
2019-02-06 11:06:37	5.05
2019-02-06 11:06:38	5.1
2019-02-06 11:06:41	5.05
2019-02-06 11:06:45	5.1
2019-02-06 11:06:54	5.05
2019-02-06 11:06:55	5.1
2019-02-06 11:07:02	5.05
2019-02-06 11:07:03	5.1
2019-02-06 11:07:04	5.05
2019-02-06 11:07:05	5.1
2019-02-06 11:07:06	5.05
2019-02-06 11:07:07	5.1
2019-02-06 11:07:21	5.05
2019-02-06 11:07:22	5.1
2019-02-06 11:07:32	5.05
2019-02-06 11:07:34	5.1
2019-02-06 11:07:36	5.05
2019-02-06 11:07:37	5.1
2019-02-06 11:07:41	5.05
2019-02-06 11:07:42	5.1
2019-02-06 11:07:47	5.05
2019-02-06 11:07:49	5.1
2019-02-06 11:07:54	5.05
2019-02-06 11:07:56	5.1
2019-02-06 11:08:03	5.05
2019-02-06 11:08:05	5.1
2019-02-06 11:08:15	5.15
2019-02-06 11:08:19	5.1
2019-02-06 11:08:22	5.15
2019-02-06 11:08:24	5.2
2019-02-06 11:08:25	5.15
2019-02-06 11:08:28	5.2
2019-02-06 11:08:33	5.15
2019-02-06 11:08:35	5.2
2019-02-06 11:08:40	5.15
2019-02-06 11:08:42	5.1
2019-02-06 11:08:42	5.15
2019-02-06 11:08:45	5.1
2019-02-06 11:08:48	5.15
2019-02-06 11:09:01	5.2
2019-02-06 11:09:02	5.15
2019-02-06 11:09:04	5.2
2019-02-06 11:09:05	5.15
2019-02-06 11:09:10	5.2
2019-02-06 11:09:11	5.15
2019-02-06 11:09:13	5.2
2019-02-06 11:09:14	5.15
2019-02-06 11:09:17	5.2
2019-02-06 11:09:19	5.15
2019-02-06 11:09:20	5.2
2019-02-06 11:09:21	5.15
2019-02-06 11:09:24	5.2
2019-02-06 11:09:25	5.15
2019-02-06 11:09:26	5.2
2019-02-06 11:09:30	5.15
2019-02-06 11:09:34	5.2
2019-02-06 11:09:37	5.15
2019-02-06 11:09:40	5.2
2019-02-06 11:09:43	5.15
2019-02-06 11:09:44	5.2
2019-02-06 11:09:49	5.15
2019-02-06 11:09:53	5.2
2019-02-06 11:09:55	5.15
2019-02-06 11:09:59	5.2
2019-02-06 11:10:06	5.15
2019-02-06 11:10:11	5.2
2019-02-06 11:10:13	5.15
2019-02-06 11:10:15	5.2
2019-02-06 11:10:18	5.15
2019-02-06 11:10:19	5.2
2019-02-06 11:10:22	5.15
2019-02-06 11:10:24	5.2
2019-02-06 11:10:26	5.15
2019-02-06 11:10:31	5.2
2019-02-06 11:10:34	5.15
2019-02-06 11:10:37	5.2
2019-02-06 11:10:39	5.15
2019-02-06 11:10:40	5.2
2019-02-06 11:10:41	5.15
2019-02-06 11:10:45	5.2
2019-02-06 11:10:53	5.15
2019-02-06 11:10:54	5.2
2019-02-06 11:11:01	5.15
2019-02-06 11:11:04	5.2
2019-02-06 11:11:16	5.25
2019-02-06 11:11:18	5.2
2019-02-06 11:11:20	5.25
2019-02-06 11:11:21	5.2
2019-02-06 11:11:26	5.25
2019-02-06 11:11:31	5.2
2019-02-06 11:11:32	5.25
2019-02-06 11:11:33	5.2
2019-02-06 11:11:35	5.25
2019-02-06 11:11:36	5.2
2019-02-06 11:11:37	5.25
2019-02-06 11:11:38	5.2
2019-02-06 11:11:39	5.25
2019-02-06 11:11:44	5.2
2019-02-06 11:11:45	5.25
2019-02-06 11:11:54	5.2
2019-02-06 11:11:58	5.25
2019-02-06 11:12:04	5.2
2019-02-06 11:12:05	5.25
2019-02-06 11:12:07	5.2
2019-02-06 11:12:09	5.25
2019-02-06 11:12:11	5.2
2019-02-06 11:12:13	5.25
2019-02-06 11:12:16	5.2
2019-02-06 11:12:17	5.25
2019-02-06 11:12:26	5.2
2019-02-06 11:12:27	5.25
2019-02-06 11:12:29	5.2
2019-02-06 11:12:30	5.25
2019-02-06 11:12:34	5.2
2019-02-06 11:12:37	5.25
2019-02-06 11:12:37	5.2
2019-02-06 11:12:39	5.25
2019-02-06 11:12:51	5.2
2019-02-06 11:12:53	5.25
2019-02-06 11:12:54	5.2
2019-02-06 11:12:56	5.25
2019-02-06 11:12:57	5.2
2019-02-06 11:12:58	5.25
2019-02-06 11:13:05	5.2
2019-02-06 11:13:05	5.25
2019-02-06 11:13:13	5.2
2019-02-06 11:13:14	5.25
2019-02-06 11:13:17	5.2
2019-02-06 11:13:19	5.25
2019-02-06 11:13:21	5.2
2019-02-06 11:13:27	5.25
2019-02-06 11:13:31	5.3
2019-02-06 11:13:34	5.25
2019-02-06 11:13:36	5.3
2019-02-06 11:13:38	5.25
2019-02-06 11:13:40	5.3
