Time	data
2019-02-04 11:02:53	7.4
2019-02-04 11:03:04	7.35
2019-02-04 11:03:06	7.4
2019-02-04 11:03:07	7.35
2019-02-04 11:03:10	7.4
2019-02-04 11:03:12	7.35
2019-02-04 11:03:13	7.4
2019-02-04 11:03:14	7.35
2019-02-04 11:03:15	7.4
2019-02-04 11:03:16	7.35
2019-02-04 11:03:18	7.4
2019-02-04 11:03:31	7.35
2019-02-04 11:03:32	7.4
2019-02-04 11:03:36	7.35
2019-02-04 11:03:37	7.4
2019-02-04 11:03:38	7.35
2019-02-04 11:03:40	7.45
2019-02-04 11:03:41	7.4
2019-02-04 11:03:42	7.45
2019-02-04 11:03:42	7.4
2019-02-04 11:03:45	7.45
2019-02-04 11:03:47	7.4
2019-02-04 11:03:49	7.45
2019-02-04 11:03:51	7.4
2019-02-04 11:03:52	7.45
2019-02-04 11:03:54	7.4
2019-02-04 11:03:55	7.45
2019-02-04 11:03:56	7.4
2019-02-04 11:03:58	7.45
2019-02-04 11:03:59	7.4
2019-02-04 11:04:01	7.45
2019-02-04 11:04:04	7.4
2019-02-04 11:04:07	7.45
2019-02-04 11:04:09	7.4
2019-02-04 11:04:12	7.45
2019-02-04 11:04:13	7.4
2019-02-04 11:04:14	7.45
2019-02-04 11:04:15	7.4
2019-02-04 11:04:17	7.45
2019-02-04 11:04:18	7.4
2019-02-04 11:04:20	7.45
2019-02-04 11:04:26	7.4
2019-02-04 11:04:28	7.45
2019-02-04 11:04:29	7.4
2019-02-04 11:04:30	7.45
2019-02-04 11:04:32	7.4
2019-02-04 11:04:32	7.45
2019-02-04 11:04:34	7.4
2019-02-04 11:04:35	7.45
2019-02-04 11:04:41	7.4
2019-02-04 11:04:42	7.45
2019-02-04 11:04:43	7.4
2019-02-04 11:04:45	7.45
2019-02-04 11:04:46	7.4
2019-02-04 11:04:47	7.45
2019-02-04 11:04:48	7.4
2019-02-04 11:04:53	7.45
2019-02-04 11:04:58	7.4
2019-02-04 11:04:59	7.45
2019-02-04 11:05:03	7.4
2019-02-04 11:05:06	7.45
2019-02-04 11:05:10	7.4
2019-02-04 11:05:11	7.45
2019-02-04 11:05:13	7.4
2019-02-04 11:05:14	7.45
2019-02-04 11:05:15	7.4
2019-02-04 11:05:17	7.45
2019-02-04 11:05:18	7.4
2019-02-04 11:05:19	7.45
2019-02-04 11:05:20	7.4
2019-02-04 11:05:24	7.45
2019-02-04 11:05:27	7.4
2019-02-04 11:05:32	7.45
2019-02-04 11:05:33	7.35
2019-02-04 11:05:36	7.4
2019-02-04 11:05:38	7.35
2019-02-04 11:05:43	7.3
2019-02-04 11:05:44	7.35
2019-02-04 11:05:45	7.3
2019-02-04 11:05:46	7.35
2019-02-04 11:05:49	7.3
2019-02-04 11:05:50	7.35
2019-02-04 11:05:52	7.3
2019-02-04 11:05:55	7.25
2019-02-04 11:05:56	7.3
2019-02-04 11:06:07	7.25
2019-02-04 11:06:08	7.3
2019-02-04 11:06:09	7.25
2019-02-04 11:06:13	7.3
2019-02-04 11:06:18	7.25
2019-02-04 11:06:19	7.3
2019-02-04 11:06:20	7.25
2019-02-04 11:06:21	7.2
2019-02-04 11:06:23	7.25
2019-02-04 11:06:25	7.2
2019-02-04 11:06:26	7.25
2019-02-04 11:06:27	7.2
2019-02-04 11:06:28	7.25
2019-02-04 11:06:39	7.2
2019-02-04 11:06:45	7.25
2019-02-04 11:06:46	7.2
2019-02-04 11:06:47	7.25
2019-02-04 11:06:48	7.2
2019-02-04 11:06:52	7.25
2019-02-04 11:06:53	7.2
2019-02-04 11:06:54	7.25
2019-02-04 11:06:55	7.2
2019-02-04 11:06:57	7.25
2019-02-04 11:07:06	7.2
2019-02-04 11:07:09	7.25
2019-02-04 11:07:12	7.2
2019-02-04 11:07:14	7.25
2019-02-04 11:07:16	7.2
2019-02-04 11:07:21	7.25
2019-02-04 11:07:22	7.2
2019-02-04 11:07:24	7.25
2019-02-04 11:07:25	7.2
2019-02-04 11:07:27	7.25
2019-02-04 11:07:28	7.2
2019-02-04 11:07:31	7.25
2019-02-04 11:07:33	7.2
2019-02-04 11:07:36	7.25
2019-02-04 11:07:39	7.2
2019-02-04 11:07:42	7.25
2019-02-04 11:07:44	7.2
2019-02-04 11:07:46	7.25
2019-02-04 11:07:48	7.2
2019-02-04 11:07:49	7.25
2019-02-04 11:07:53	7.2
2019-02-04 11:07:55	7.25
2019-02-04 11:07:58	7.2
2019-02-04 11:08:01	7.25
2019-02-04 11:08:02	7.2
2019-02-04 11:08:08	7.25
2019-02-04 11:08:09	7.2
2019-02-04 11:08:10	7.25
2019-02-04 11:08:11	7.2
2019-02-04 11:08:17	7.25
2019-02-04 11:08:22	7.2
2019-02-04 11:08:23	7.25
2019-02-04 11:08:25	7.2
2019-02-04 11:08:26	7.25
2019-02-04 11:08:28	7.2
2019-02-04 11:08:32	7.25
2019-02-04 11:08:33	7.2
2019-02-04 11:08:34	7.25
2019-02-04 11:08:40	7.2
2019-02-04 11:08:42	7.25
2019-02-04 11:08:43	7.2
2019-02-04 11:08:45	7.25
2019-02-04 11:08:46	7.3
2019-02-04 11:08:47	7.25
2019-02-04 11:08:50	7.3
2019-02-04 11:08:51	7.25
2019-02-04 11:08:54	7.3
2019-02-04 11:08:56	7.25
2019-02-04 11:08:58	7.3
2019-02-04 11:09:06	7.25
2019-02-04 11:09:07	7.3
2019-02-04 11:09:13	7.25
2019-02-04 11:09:14	7.3
2019-02-04 11:09:16	7.25
2019-02-04 11:09:18	7.3
2019-02-04 11:09:19	7.25
2019-02-04 11:09:21	7.3
2019-02-04 11:09:22	7.25
2019-02-04 11:09:25	7.3
2019-02-04 11:09:27	7.25
2019-02-04 11:09:29	7.3
2019-02-04 11:09:30	7.25
2019-02-04 11:09:31	7.3
2019-02-04 11:09:32	7.25
2019-02-04 11:09:34	7.3
2019-02-04 11:09:43	7.25
2019-02-04 11:09:44	7.3
2019-02-04 11:09:52	7.25
2019-02-04 11:09:54	7.3
2019-02-04 11:09:55	7.25
2019-02-04 11:09:57	7.3
2019-02-04 11:09:59	7.25
2019-02-04 11:10:00	7.3
2019-02-04 11:10:02	7.25
2019-02-04 11:10:07	7.3
2019-02-04 11:10:11	7.25
2019-02-04 11:10:12	7.3
2019-02-04 11:10:14	7.25
2019-02-04 11:10:16	7.3
2019-02-04 11:10:17	7.25
2019-02-04 11:10:18	7.3
2019-02-04 11:10:21	7.25
2019-02-04 11:10:24	7.3
2019-02-04 11:10:26	7.25
2019-02-04 11:10:27	7.3
2019-02-04 11:10:28	7.25
2019-02-04 11:10:29	7.2
2019-02-04 11:10:30	7.25
2019-02-04 11:10:31	7.2
2019-02-04 11:10:32	7.25
2019-02-04 11:10:33	7.2
2019-02-04 11:10:34	7.25
2019-02-04 11:10:37	7.2
2019-02-04 11:10:38	7.25
2019-02-04 11:10:39	7.2
2019-02-04 11:10:41	7.25
2019-02-04 11:10:43	7.2
2019-02-04 11:10:45	7.25
2019-02-04 11:10:46	7.2
2019-02-04 11:10:48	7.25
2019-02-04 11:10:50	7.2
2019-02-04 11:10:53	7.25
2019-02-04 11:10:54	7.2
2019-02-04 11:10:56	7.25
2019-02-04 11:11:02	7.3
2019-02-04 11:11:06	7.25
2019-02-04 11:11:07	7.3
2019-02-04 11:11:08	7.25
2019-02-04 11:11:20	7.3
2019-02-04 11:11:22	7.25
2019-02-04 11:11:26	7.3
2019-02-04 11:11:27	7.25
2019-02-04 11:11:28	7.3
2019-02-04 11:11:30	7.25
2019-02-04 11:11:31	7.3
2019-02-04 11:11:34	7.25
2019-02-04 11:11:36	7.3
2019-02-04 11:11:38	7.25
2019-02-04 11:11:39	7.3
2019-02-04 11:11:41	7.25
2019-02-04 11:11:45	7.3
2019-02-04 11:11:48	7.25
2019-02-04 11:11:49	7.3
2019-02-04 11:11:56	7.25
2019-02-04 11:11:58	7.3
2019-02-04 11:11:59	7.25
2019-02-04 11:12:00	7.3
2019-02-04 11:12:04	7.25
2019-02-04 11:12:05	7.3
2019-02-04 11:12:06	7.25
2019-02-04 11:12:09	7.3
2019-02-04 11:12:15	7.25
2019-02-04 11:12:16	7.3
2019-02-04 11:12:17	7.25
